image_path,prompt
archive/Training/pituitary_tumor/p (588).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (773).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (44).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (212).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (81).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (690).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (375).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (172).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (578).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (230).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (595).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (799).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (460).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (195).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (667).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (284).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (41).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (289).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (455).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (379).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (692).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (398).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (273).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (249).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (337).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (807).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (214).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (584).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (414).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (326).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (132).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (122).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (186).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (628).jpg,MRI of brain with pituitary tumor
archive/Training/pituitary_tumor/p (618).jpg,MRI of brain with pituitary tumor
